name,merchant_id,avg_processed,GMV_all,avg_active_days,total_lost_n_damaged,avg_returned,avg_24,avg_24_48,avg_48,max_processed_date,order_post_30,is_churn,total_complain,max_created_at,solved_at,delta
Eshaal.bd,61325,10,23160,3,0,0,6,1,0,2022-04-21,0,1,2,2022-04-05,2022-04-05,0
Arpee Collection,62856,1,3200,1,0,0,0,0,0,2022-04-29,6,0,1,2022-04-05,2022-04-05,0
Aleeza's closet,34848,1,2600,1,0,0,1,0,0,2022-04-09,0,1,1,2022-04-05,2022-04-05,0
Moon Craft Fashion,9119,5,4302,3,0,0,3,0,1,2022-04-30,0,1,0,2022-04-05,2022-04-05,0
Dress Sense By Rk,28977,15,18560,2,0,0,0,0,7,2022-04-28,0,1,1,2022-04-05,2022-04-05,0
Kaltham Trenz,62180,1,300,1,0,0,0,1,0,2022-04-04,0,1,0,2022-04-05,2022-04-05,0
Art And Craft By Puspita,41900,2,840,2,0,0,1,1,0,2022-04-06,0,1,1,2022-04-05,2022-04-05,0
Collections,18251,3,1541,3,0,0,3,1,0,2022-04-11,0,1,0,2022-04-05,2022-04-05,0
ARONA,29225,1,550,1,0,0,0,0,0,2022-04-05,0,1,1,2022-04-05,2022-04-05,0
Buy The Way,14510,3,1610,2,0,0,2,0,0,2022-04-04,0,1,1,2022-04-05,2022-04-05,0
Ping Pong Bangladesh,55738,224,307078,22,0,4,30,3,1,2022-04-30,255,0,1,2022-04-06,2022-04-06,0
TrendStyle,35465,66,44410,22,0,2,42,3,3,2022-04-24,56,0,1,2022-04-03,2022-04-06,3
Radiogear BD,35389,47,103553,17,0,2,16,2,1,2022-04-28,30,0,1,2022-04-05,2022-04-06,1
Wear Station,843,24,25527,14,0,2,16,1,0,2022-04-14,0,1,1,2022-04-05,2022-04-06,1
FashionX.bd,39156,39,45060,13,0,1,13,1,1,2022-04-26,27,0,2,2022-04-06,2022-04-06,0
Mehjabeen Mart,39986,6,10155,4,0,0,1,0,0,2022-04-26,12,0,1,2022-04-06,2022-04-06,0
SUI SUTA FCB,34934,24,24641,14,0,2,7,1,0,2022-04-24,3,0,2,2022-04-04,2022-04-06,2
Migzon,59486,81,61989,15,0,15,12,3,1,2022-04-27,2,0,0,2022-04-04,2022-04-06,2
Nusaiba's Collection,693,28,43077,15,0,0,9,2,0,2022-04-27,26,0,0,2022-04-06,2022-04-06,0
Bahari Porda Gallery,42051,13,26545,9,0,0,6,1,0,2022-04-25,1,0,1,2022-04-04,2022-04-06,2
Hijab town bd,58049,21,25453,12,0,1,9,1,0,2022-04-30,4,0,1,2022-04-06,2022-04-06,0
Muana Shop,6638,4,3983,3,0,0,3,0,0,2022-04-14,0,1,0,2022-04-06,2022-04-06,0
sanza point,53589,30,10465,6,0,1,8,1,1,2022-04-18,0,1,0,2022-04-06,2022-04-06,0
Vermilion,7068,55,12557,19,0,0,1,0,0,2022-04-14,13,0,1,2022-04-06,2022-04-06,0
Firefly,8019,45,59750,11,0,1,21,2,1,2022-04-29,11,0,0,2022-04-06,2022-04-06,0
Julias Uk and K A Collection,18140,6,13220,4,0,0,3,1,0,2022-04-26,6,0,2,2022-04-06,2022-04-06,0
Arabian Date,44022,101,192076,18,0,2,73,8,2,2022-04-26,6,0,2,2022-04-06,2022-04-06,0
High Technology Electronics (HTE),35332,4,2381,3,0,0,2,0,0,2022-04-12,0,1,1,2022-04-05,2022-04-06,1
Prema's Dream Closet,49337,33,32496,11,0,0,26,1,0,2022-04-26,13,0,0,2022-04-06,2022-04-06,0
Fab Gear,5789,746,403857,25,0,8,539,81,21,2022-04-30,737,0,2,2022-04-06,2022-04-06,0
Aafi's Planet,21980,3,1063,3,0,0,2,0,0,2022-04-26,1,0,0,2022-04-06,2022-04-06,0
MS Sha communications(KIOSK),52813,5,353,5,0,0,0,2,1,2022-04-22,0,1,1,2022-04-05,2022-04-06,1
Royal Outfit,61440,3,650,2,0,1,3,0,0,2022-04-20,0,1,0,2022-04-06,2022-04-06,0
Doodle's Mine,42156,5,4267,3,0,0,3,0,0,2022-04-29,6,0,1,2022-04-06,2022-04-06,0
ABC Method,41255,38,4097,11,0,0,6,1,1,2022-04-18,29,0,1,2022-04-06,2022-04-06,0
JGTDSL,59757,2,325,2,0,0,1,1,1,2022-04-17,0,1,0,2022-04-06,2022-04-06,0
Unmad Product,8508,37,20213,12,0,1,23,4,0,2022-04-27,40,0,1,2022-04-06,2022-04-06,0
My Dream Wedding,56535,4,4470,3,0,0,3,0,0,2022-04-03,0,1,0,2022-04-06,2022-04-06,0
HANDICRAFTBD,57149,8,2917,5,0,0,5,0,0,2022-04-17,0,1,1,2022-04-06,2022-04-06,0
Trendy,58023,16,8801,7,0,1,9,1,0,2022-04-28,2,0,1,2022-04-04,2022-04-06,2
K cosmic dreams BD,45394,9,730,5,0,0,6,0,0,2022-04-28,7,0,1,2022-04-03,2022-04-06,3
Lens Center,56526,4,4080,3,0,0,2,2,0,2022-04-30,2,0,2,2022-04-05,2022-04-06,1
RK EDITIONS,30498,2,205,2,0,0,0,0,0,2022-04-24,0,1,1,2022-04-05,2022-04-06,1
Colors Martt,15906,13,16243,7,0,1,6,1,0,2022-04-26,1,0,1,2022-04-06,2022-04-06,0
Sopner jatra,59347,1,1110,1,0,0,0,1,0,2022-04-17,0,1,0,2022-04-06,2022-04-06,0
Bikroy bazar,18668,3,2070,1,0,0,0,0,0,2022-04-22,0,1,1,2022-04-05,2022-04-06,1
NilkhetShop.com,62963,1,25,1,0,0,1,0,0,2022-04-28,45,0,0,2022-04-06,2022-04-06,0
Bags N Packs,7043,28,42344,12,0,0,12,1,0,2022-04-30,35,0,1,2022-04-06,2022-04-06,0
Tanha Butics,8207,1,120,1,0,0,0,0,0,2022-04-03,0,1,1,2022-04-06,2022-04-06,0
Jahanforyou,26992,3,7655,3,0,0,3,0,0,2022-04-24,0,1,0,2022-04-06,2022-04-06,0
IMPRESSION,4085,12,21950,10,0,0,6,0,0,2022-04-28,22,0,1,2022-04-06,2022-04-06,0
AyshiMix,36796,4,1050,1,0,0,1,0,0,2022-04-20,2,0,1,2022-04-06,2022-04-06,0
Creative IT Institute,58877,2,50,2,0,0,2,1,0,2022-04-02,0,1,1,2022-04-04,2022-04-06,2
Nanjiba,58319,2,480,1,0,0,2,0,0,2022-04-22,0,1,0,2022-04-06,2022-04-06,0
Glamorin,41897,4,1260,2,0,0,3,0,0,2022-04-22,0,1,1,2022-04-06,2022-04-06,0
Al Ehsan Shop,75,30,37110,14,0,0,10,5,0,2022-04-28,62,0,1,2022-04-06,2022-04-06,0
LTM Online Bazar,5847,127,98368,26,0,4,74,7,1,2022-04-29,49,0,0,2022-04-07,2022-04-07,0
Venus online,22502,2166,1564772,23,0,45,1160,104,28,2022-04-05,0,1,1,2022-04-07,2022-04-07,0
Bend The Trend by Ifsia,6007,213,377407,19,0,4,131,17,9,2022-04-29,119,0,1,2022-04-01,2022-04-07,6
Sabiha's Exclusive Collection,11061,164,439132,28,0,2,103,15,2,2022-04-28,79,0,2,2022-04-05,2022-04-07,2
People Bazar BD,36273,16,14403,6,0,2,4,1,0,2022-04-05,0,1,1,2022-04-05,2022-04-07,2
Venus by Firoza,20725,193,791250,21,0,12,111,16,3,2022-04-29,219,0,1,2022-04-07,2022-04-07,0
Arrow Phonecovers,6088,376,190732,28,0,6,210,30,7,2022-04-29,425,0,1,2022-04-07,2022-04-07,0
Presto by Prianka,11086,101,195220,18,0,3,67,10,3,2022-04-30,106,0,1,2022-04-07,2022-04-07,0
Purple House,677,512,538944,30,0,1,383,32,4,2022-04-30,364,0,2,2022-04-07,2022-04-07,0
Hammered,35428,36,20357,9,0,0,28,2,1,2022-04-26,4,0,1,2022-04-06,2022-04-07,1
Pretty women1,6576,27,62585,12,0,0,14,1,0,2022-04-27,17,0,1,2022-04-05,2022-04-07,2
Ichchebazar,38399,65,62848,15,0,4,11,3,1,2022-04-13,0,1,1,2022-04-06,2022-04-07,1
Time To Shine,3669,91,119980,9,0,4,52,6,2,2022-04-27,0,1,1,2022-04-04,2022-04-07,3
GEETEK,31442,1,2067,1,0,0,1,0,0,2022-04-07,0,1,1,2022-04-07,2022-04-07,0
Organic Heritage,7093,134,156358,25,0,5,38,6,2,2022-04-04,0,1,2,2022-04-07,2022-04-07,0
Organic Food Shop,25290,3,1371,3,0,0,0,0,1,2022-04-24,0,1,2,2022-04-07,2022-04-07,0
Dove Lady,30354,10,15837,4,0,0,9,0,1,2022-04-21,1,0,1,2022-04-06,2022-04-07,1
Voguish Vibes,13496,15,34140,5,0,0,9,2,0,2022-04-28,1,0,0,2022-04-07,2022-04-07,0
Viprex,28135,4,3637,3,0,1,1,0,0,2022-04-13,0,1,1,2022-04-07,2022-04-07,0
RETRO MALAYSIA,30302,32,80747,10,0,0,22,3,0,2022-04-26,20,0,1,2022-04-04,2022-04-07,3
Banga Deshi Ponno (Banga),49570,6,3623,5,0,0,1,0,0,2022-04-06,0,1,1,2022-04-07,2022-04-07,0
Medi_Shop,51402,18,19860,4,0,0,4,0,0,2022-04-04,0,1,1,2022-04-05,2022-04-07,2
Ilion,7020,52,62163,20,0,2,28,2,1,2022-04-29,87,0,2,2022-04-07,2022-04-07,0
Vodrolok,24587,18,14030,5,0,0,13,1,0,2022-04-30,153,0,0,2022-04-07,2022-04-07,0
Konnayar Gohona,60899,2,1180,2,0,0,0,0,0,2022-04-26,0,1,0,2022-04-07,2022-04-07,0
Gadget Switch,30290,14,11960,9,0,0,2,0,0,2022-04-20,1,0,1,2022-04-06,2022-04-07,1
Showroom,36285,1,1300,1,0,0,0,0,0,2022-04-06,0,1,1,2022-04-07,2022-04-07,0
Dream Touch,59855,4,2308,3,0,1,3,0,0,2022-04-29,14,0,2,2022-04-07,2022-04-07,0
HARUN BROTHERS Ctg,13145,100,393000,23,0,1,55,15,2,2022-04-29,67,0,1,2022-04-07,2022-04-07,0
Fanaz Boutiques,11803,2,2860,2,0,0,0,0,0,2022-04-29,3,0,1,2022-04-07,2022-04-07,0
Missu BD,57621,2,2007,2,0,0,1,0,0,2022-04-03,0,1,1,2022-04-06,2022-04-07,1
halaldeal.com.bd,46205,1,650,1,0,0,0,0,0,2022-04-07,0,1,0,2022-04-07,2022-04-07,0
Kolotan Shop,39800,3,4215,3,0,0,0,0,0,2022-04-25,0,1,0,2022-04-06,2022-04-07,1
NRB Bazaar,41525,18,18267,7,0,0,8,0,0,2022-04-06,0,1,0,2022-04-07,2022-04-07,0
Shabeki,62629,3,2160,2,0,0,2,1,0,2022-04-18,0,1,0,2022-04-07,2022-04-07,0
bloomingdale,5601,4,10768,3,0,0,2,0,0,2022-04-23,3,0,2,2022-04-06,2022-04-07,1
Lipstick Lover BD,9123,25,21827,13,0,1,0,0,0,2022-04-27,13,0,1,2022-04-06,2022-04-07,1
Dazzling Trunk,40735,7,8420,3,0,0,1,0,0,2022-04-07,0,1,1,2022-04-07,2022-04-07,0
Alia,30649,15,14407,7,0,0,0,0,0,2022-04-27,24,0,1,2022-04-06,2022-04-07,1
Mamar Gadget,39712,2,5000,2,0,0,1,0,0,2022-04-06,0,1,2,2022-04-06,2022-04-07,1
RAINBOW FASHION WORLD.,11624,1,100,1,0,0,0,0,0,2022-04-07,0,1,0,2022-04-07,2022-04-07,0
Sadisthetic,51867,7,2620,4,0,0,0,0,4,2022-04-25,2,0,1,2022-04-05,2022-04-07,2
Prominent Bazar,62132,1,900,1,0,0,0,0,0,2022-04-05,0,1,1,2022-04-06,2022-04-07,1
Pixel Gadegets BD,1574,60,31409,20,0,2,2,0,0,2022-04-30,42,0,0,2022-04-09,2022-04-09,0
WeBring Bangladesh,35634,18,25872,6,0,0,8,2,1,2022-04-29,45,0,1,2022-04-09,2022-04-09,0
Rivo Bangladesh,57913,26,13900,14,0,2,14,2,1,2022-04-28,41,0,1,2022-04-09,2022-04-09,0
Shokhbari,36294,39,40784,16,0,1,23,3,1,2022-04-28,3,0,0,2022-04-09,2022-04-09,0
Rigor,13073,108,72753,15,0,1,68,12,1,2022-04-29,47,0,0,2022-04-09,2022-04-09,0
Fashionkiss,10174,16,23684,10,0,1,4,0,0,2022-04-22,0,1,1,2022-04-08,2022-04-09,1
ALEYAH,25949,129,173324,22,0,4,73,11,3,2022-04-30,14,0,1,2022-04-07,2022-04-09,2
Style Hacks,32403,19,26804,9,0,1,3,0,0,2022-04-29,32,0,1,2022-04-06,2022-04-09,3
Poohtastic,22641,38,17607,7,0,0,18,5,0,2022-04-20,6,0,3,2022-04-09,2022-04-09,0
Shopnet,6456,36,20357,11,0,0,23,3,0,2022-04-27,23,0,0,2022-04-09,2022-04-09,0
Liti's Canvas & Collections,30350,4,2237,4,0,0,3,1,0,2022-04-26,2,0,0,2022-04-07,2022-04-09,2
Super Deals,29017,126,81886,18,0,10,19,4,2,2022-04-27,128,0,1,2022-04-08,2022-04-09,1
Taaffeite,39075,19,6795,9,0,0,14,2,1,2022-04-29,13,0,1,2022-04-09,2022-04-09,0
Ruposhi BD,16751,2,2120,2,0,0,0,0,0,2022-04-06,0,1,8,2022-04-08,2022-04-09,1
Beyond Frosting,58863,5,1708,5,0,0,5,1,0,2022-04-29,2,0,1,2022-04-06,2022-04-09,3
Brown pixie,41671,6,10277,5,0,0,0,1,2,2022-04-25,8,0,0,2022-04-09,2022-04-09,0
Redfashionhouse,6114,37,12168,16,0,0,24,0,0,2022-04-29,25,0,1,2022-04-08,2022-04-09,1
E-SHOP BD,61879,34,32750,17,0,2,0,0,0,2022-04-21,5,0,5,2022-04-07,2022-04-09,2
Adore You,38270,3,903,2,0,0,0,0,0,2022-04-22,4,0,2,2022-04-09,2022-04-09,0
Rupanty's,1037,155,123499,14,0,0,94,8,3,2022-04-30,123,0,1,2022-04-06,2022-04-09,3
Creative.store.bd,5335,34,20240,13,0,2,15,6,2,2022-04-29,24,0,2,2022-04-09,2022-04-09,0
Red Polka Dots,51574,40,61317,7,0,0,12,5,0,2022-04-25,20,0,1,2022-04-08,2022-04-09,1
Brand Bucket Bangladesh,24542,26,79953,9,0,1,17,2,0,2022-04-29,21,0,1,2022-04-09,2022-04-09,0
The Style House,35038,2,1457,2,0,0,1,0,0,2022-04-27,0,1,2,2022-04-09,2022-04-09,0
Shopnobari,11631,6,6867,4,0,0,0,0,0,2022-04-16,3,0,1,2022-04-06,2022-04-09,3
Naturix,47458,44,46687,12,0,0,31,2,1,2022-04-11,0,1,2,2022-04-09,2022-04-09,0
MT Tech Hub,17185,1,1399,1,0,0,0,0,0,2022-04-09,0,1,0,2022-04-09,2022-04-09,0
The Vapers Cave,26089,2,4140,2,0,0,2,0,0,2022-04-18,0,1,1,2022-04-09,2022-04-09,0
Product varity by Arath,38001,3,1760,2,0,0,3,0,0,2022-04-11,0,1,0,2022-04-09,2022-04-09,0
Mahim Fashion House,20567,85,47970,17,0,3,33,2,1,2022-04-20,2,0,4,2022-04-06,2022-04-09,3
Fragrance,50757,2,210,2,0,0,1,0,0,2022-04-09,0,1,1,2022-04-09,2022-04-09,0
Ekush22,55008,8,2413,6,0,1,1,1,0,2022-04-20,1,0,3,2022-04-07,2022-04-09,2
Urban Ornate,22661,1,100,1,0,0,0,0,0,2022-04-09,0,1,1,2022-04-09,2022-04-09,0
Inzaar BD,33390,7,18673,7,0,1,5,1,1,2022-04-24,4,0,1,2022-04-09,2022-04-09,0
Aquartia,11488,12,14707,8,0,0,9,1,0,2022-04-16,0,1,3,2022-04-07,2022-04-09,2
Safe House,36566,1,1400,1,0,0,1,0,0,2022-04-07,0,1,1,2022-04-09,2022-04-09,0
TotalMed Limited,13715,13,12503,9,0,0,7,0,0,2022-04-27,16,0,1,2022-04-07,2022-04-09,2
Style zone,10355,239,468598,11,0,7,36,2,1,2022-04-27,235,0,0,2022-04-09,2022-04-09,0
Aqua World,21884,24,15738,16,0,0,14,1,0,2022-04-28,9,0,0,2022-04-09,2022-04-09,0
Bodhua96 online shop,39209,7,2510,5,0,0,5,0,0,2022-04-21,0,1,0,2022-04-09,2022-04-09,0
newishbangladesh,60114,19,39910,7,0,1,10,2,0,2022-04-29,61,0,1,2022-04-09,2022-04-09,0
Dream Fay,61338,4,3520,2,0,1,1,0,0,2022-04-18,0,1,0,2022-04-09,2022-04-09,0
Risam Fashion,11220,635,1539089,30,0,14,510,49,13,2022-04-30,554,0,3,2022-04-09,2022-04-09,0
Priyotomeshu,5702,4,3795,3,0,0,4,0,0,2022-04-17,0,1,0,2022-04-09,2022-04-09,0
Raiment 365,56287,13,7457,8,0,0,5,2,1,2022-04-26,0,1,2,2022-04-09,2022-04-09,0
Shovar Roshuighar,49195,10,15750,2,0,0,0,0,0,2022-04-29,86,0,1,2022-04-09,2022-04-09,0
Glamour Shopping,6420,68,152738,15,0,2,27,5,3,2022-04-27,46,0,2,2022-04-07,2022-04-10,3
La_Vence,55675,61,62633,22,0,4,17,4,1,2022-04-26,18,0,1,2022-04-10,2022-04-10,0
Niha's Gallery,26538,139,149293,25,0,2,102,9,3,2022-04-29,115,0,1,2022-04-10,2022-04-10,0
saree house by khadiza,28848,220,496490,19,0,6,79,11,5,2022-04-30,115,0,1,2022-04-10,2022-04-10,0
Zariana Fashion World,10851,73,86079,19,0,1,51,3,2,2022-04-30,29,0,1,2022-04-10,2022-04-10,0
Fifth Locker,47139,41,58240,17,0,6,9,2,1,2022-04-27,15,0,1,2022-04-10,2022-04-10,0
Arwa,3456,274,284247,24,0,6,135,12,3,2022-04-30,63,0,1,2022-04-08,2022-04-10,2
noksheeBD,53493,4,5362,3,0,0,2,0,0,2022-04-19,0,1,1,2022-04-10,2022-04-10,0
Khimar collection,45612,14,9820,8,0,0,2,1,0,2022-04-22,9,0,6,2022-04-10,2022-04-10,0
KHELAGHOR,5692,182,155799,26,0,1,108,18,2,2022-04-30,238,0,1,2022-04-10,2022-04-10,0
Sparkle Auto Parts,59314,6,7352,4,0,0,0,0,1,2022-04-10,0,1,1,2022-04-10,2022-04-10,0
Shaimoon Shop,50787,25,32910,16,0,7,6,1,1,2022-04-13,1,0,0,2022-04-08,2022-04-10,2
VIVIS,731,93,204887,20,0,1,67,6,2,2022-04-28,25,0,0,2022-04-10,2022-04-10,0
Surovy's magic box,36872,11,15560,7,0,1,3,1,0,2022-04-26,3,0,1,2022-04-10,2022-04-10,0
J.k computer & technology,61501,1,2470,1,0,0,0,1,0,2022-04-05,0,1,2,2022-04-10,2022-04-10,0
Aquarius Aquarium Shop BD,23251,36,26998,18,0,1,28,6,0,2022-04-26,24,0,0,2022-04-10,2022-04-10,0
Luxuriosa by rhea,21760,60,50379,14,0,6,25,2,1,2022-04-29,37,0,1,2022-04-10,2022-04-10,0
ZNF Power Ltd.,60887,6,6152,5,0,1,2,2,0,2022-04-10,0,1,1,2022-04-10,2022-04-10,0
AVIATION SHOP BD,5708,33,36423,10,0,0,26,3,1,2022-04-27,29,0,1,2022-04-10,2022-04-10,0
PROVI,55090,46,32068,7,0,1,27,4,0,2022-04-29,4,0,1,2022-04-06,2022-04-10,4
Rehmans InTru Beauty,59154,35,18906,5,0,0,26,3,1,2022-04-30,43,0,0,2022-04-10,2022-04-10,0
insects killer,5247,66,54278,19,0,2,47,3,0,2022-04-30,97,0,1,2022-04-10,2022-04-10,0
3Star Color World,58391,4,1468,3,0,0,1,1,0,2022-04-27,1,0,2,2022-04-10,2022-04-10,0
Adarbepari,5801,33,28408,15,0,2,15,1,1,2022-04-28,18,0,1,2022-04-10,2022-04-10,0
MONAF,24321,6,3760,3,0,0,3,1,0,2022-04-28,1,0,0,2022-04-10,2022-04-10,0
Hair solution bd,30563,81,61080,21,0,15,14,2,2,2022-04-27,80,0,2,2022-04-09,2022-04-10,1
FASHION CLUB,4836,38,300505,17,0,0,23,2,0,2022-04-26,7,0,3,2022-04-10,2022-04-10,0
Pronoyinee,884,33,31920,6,0,0,22,1,1,2022-04-28,6,0,0,2022-04-10,2022-04-10,0
CARELESS ANGLES,15797,6,1130,3,0,0,1,0,0,2022-04-30,2,0,1,2022-04-10,2022-04-10,0
Mams online store,27871,37,58253,18,0,1,0,0,1,2022-04-29,55,0,0,2022-04-10,2022-04-10,0
Shop & Shoppers,17791,20,32050,14,0,0,7,1,0,2022-04-29,9,0,2,2022-04-10,2022-04-10,0
Husnulwari,44551,23,29010,12,0,1,6,1,0,2022-04-24,2,0,2,2022-04-10,2022-04-10,0
Xpose,9136,5,420,3,0,0,2,1,0,2022-04-23,0,1,1,2022-04-10,2022-04-10,0
Othoi beauty shopping zone,7055,11,17765,4,0,0,5,1,0,2022-04-28,0,1,1,2022-04-10,2022-04-10,0
Ethika Fashion,45426,4,3780,4,0,0,1,0,0,2022-04-25,7,0,2,2022-04-09,2022-04-10,1
Glamozen,33529,111,110727,11,0,4,61,4,1,2022-04-20,0,1,1,2022-04-09,2022-04-10,1
Uttara Womens Shop,58178,24,22495,9,0,0,20,2,0,2022-04-27,5,0,1,2022-04-10,2022-04-10,0
Altaa Sareez.,10391,22,24837,10,0,2,11,2,1,2022-04-21,14,0,2,2022-04-09,2022-04-10,1
Nusrat's Pencil Sketch,20360,1,80,1,0,0,1,0,0,2022-04-14,0,1,1,2022-04-09,2022-04-10,1
PrintWhiZZ,57239,18,10428,9,0,1,7,0,0,2022-04-25,2,0,1,2022-04-10,2022-04-10,0
Songkhonil,60958,8,6700,5,0,0,1,0,0,2022-04-28,0,1,2,2022-04-09,2022-04-10,1
Trendyeon,35945,1,110,1,0,0,0,0,0,2022-04-26,38,0,1,2022-04-10,2022-04-10,0
La Amadeo,18106,37,41108,14,0,2,16,5,1,2022-04-28,0,1,2,2022-04-10,2022-04-10,0
Decor Guy,42509,5,6400,4,0,0,1,0,0,2022-04-09,0,1,2,2022-04-09,2022-04-10,1
COLOURS BY MD. SHAHEE MOBAROK,12917,82,146813,15,0,2,63,9,2,2022-04-29,82,0,1,2022-04-07,2022-04-10,3
SockAtlantis,28646,37,30566,16,0,0,28,5,0,2022-04-30,23,0,0,2022-04-10,2022-04-10,0
Beautifly By Pushpi,44793,2,1098,2,0,0,1,0,0,2022-04-09,0,1,1,2022-04-09,2022-04-10,1
Kunjol,8145,4,6743,3,0,0,2,0,0,2022-04-20,0,1,0,2022-04-10,2022-04-10,0
Sharikothon,38596,9,25597,6,0,0,2,0,0,2022-04-27,2,0,1,2022-04-10,2022-04-10,0
Lily Mart,60763,2,5800,2,0,0,0,0,0,2022-04-28,5,0,0,2022-04-10,2022-04-10,0
Oto Sports & Fitness,3176,15,13187,12,0,0,8,1,1,2022-04-20,11,0,1,2022-04-10,2022-04-10,0
Ramiza's Mart,4092,4,3780,2,0,0,1,1,0,2022-04-27,1,0,3,2022-04-10,2022-04-10,0
Kosmetica Bannngladesh limited,10274,3,8400,3,0,0,0,0,0,2022-04-10,1,0,0,2022-04-10,2022-04-10,0
Beauty Touch and Miscellaneous,56372,19,9281,10,0,0,0,2,5,2022-04-18,0,1,2,2022-04-10,2022-04-10,0
Sanah's Closet,59406,3,4845,1,0,0,1,0,0,2022-04-30,1,0,1,2022-04-10,2022-04-10,0
Perfect Pantaloon,37774,10,4118,5,0,2,0,0,0,2022-04-28,1,0,0,2022-04-10,2022-04-10,0
Coke Studio-Grey Dhaka,62876,23,3750,1,0,0,18,1,1,2022-04-16,0,1,3,2022-04-10,2022-04-10,0
Naptex Internationa,54580,1,300,1,0,0,1,0,0,2022-04-09,0,1,1,2022-04-10,2022-04-10,0
Fashion Beloved,54922,21,23092,4,0,1,9,2,2,2022-04-29,3,0,1,2022-04-04,2022-04-10,6
Madhobi store,63215,7,2670,4,0,1,3,0,2,2022-04-29,1,0,4,2022-04-10,2022-04-10,0
Anoranza,20927,18,11220,8,0,1,11,2,0,2022-04-14,2,0,1,2022-04-10,2022-04-10,0
F Khans,35236,1,1055,1,0,0,1,0,0,2022-04-09,0,1,1,2022-04-09,2022-04-10,1
Be In Style By Janifa Khan,42594,3,705,3,0,0,0,0,0,2022-04-30,0,1,1,2022-04-10,2022-04-10,0
Infatuation,13840,56,35427,19,0,0,21,4,0,2022-04-27,76,0,2,2022-04-11,2022-04-11,0
Marjiya's Trendz,11372,35,40670,11,0,1,13,5,2,2022-04-28,28,0,1,2022-04-11,2022-04-11,0
Schizzo Official,56165,30,17160,12,0,0,7,5,0,2022-04-30,39,0,1,2022-04-10,2022-04-11,1
The Variant,6818,128,79103,17,0,1,89,7,1,2022-04-22,14,0,6,2022-04-11,2022-04-11,0
Brand BD,41091,97,121657,24,0,10,4,1,0,2022-04-30,523,0,1,2022-04-08,2022-04-11,3
Best Products,9639,74,77473,12,0,1,59,4,2,2022-04-30,45,0,1,2022-04-10,2022-04-11,1
Outfits,8943,20,13358,7,0,2,10,2,0,2022-04-28,70,0,2,2022-04-09,2022-04-11,2
Juirisha Door,15025,117,208475,11,0,2,7,0,0,2022-04-29,91,0,1,2022-04-11,2022-04-11,0
Affan shop1,5189,457,810222,28,0,15,187,18,9,2022-04-30,355,0,4,2022-04-10,2022-04-11,1
Nagor,44900,12,7985,6,0,1,3,0,3,2022-04-14,0,1,0,2022-04-11,2022-04-11,0
MAYABii Fashion,14680,14,13447,10,0,0,2,0,0,2022-04-27,11,0,1,2022-04-10,2022-04-11,1
Queen's Corner,18590,156,193345,27,0,1,68,6,2,2022-04-30,97,0,1,2022-04-11,2022-04-11,0
STYLE-ZONE,11454,19,21540,10,0,0,5,2,0,2022-04-24,3,0,3,2022-04-09,2022-04-11,2
Women's Dressy Dale (W.D.D.),7894,6,3625,4,0,0,3,0,0,2022-04-30,4,0,0,2022-04-11,2022-04-11,0
Uk and china haul by Maliha,20904,5,543,4,0,0,0,0,0,2022-04-26,1,0,2,2022-04-11,2022-04-11,0
juttiwala,10847,165,303413,26,0,8,45,8,1,2022-04-30,165,0,1,2022-04-11,2022-04-11,0
Ayaan's World BD,17145,63,61936,19,0,1,19,2,1,2022-04-23,25,0,3,2022-04-09,2022-04-11,2
Cactus-gift shop,24202,33,18740,14,0,0,26,2,0,2022-04-30,14,0,1,2022-04-11,2022-04-11,0
AjkerDream.com,6096,14,11900,7,0,1,2,0,0,2022-04-16,1,0,1,2022-04-11,2022-04-11,0
Clover Fashion House,47762,76,169863,19,0,9,49,12,7,2022-04-29,23,0,0,2022-04-11,2022-04-11,0
SIKDER EXPRESS,18188,148,77045,27,0,3,55,4,1,2022-04-28,192,0,1,2022-04-10,2022-04-11,1
Pink Page,2360,42,141120,14,0,1,2,0,0,2022-04-28,26,0,1,2022-04-10,2022-04-11,1
Happy's Dress collection,6108,191,349835,16,0,6,104,11,5,2022-04-29,149,0,2,2022-04-11,2022-04-11,0
SS Fashion,8321,24,39957,13,0,0,18,3,0,2022-04-27,9,0,1,2022-04-10,2022-04-11,1
Aifa's Collection,27860,49,58933,13,0,1,22,6,1,2022-04-29,1,0,1,2022-04-11,2022-04-11,0
Dress-Heaven,8795,23,27607,9,0,0,5,2,0,2022-04-28,0,1,2,2022-04-11,2022-04-11,0
TH.Shop,56416,13,7690,7,0,1,2,0,3,2022-04-11,0,1,2,2022-04-11,2022-04-11,0
Suchana fashion,43990,4,4950,4,0,0,0,0,0,2022-04-17,0,1,1,2022-04-10,2022-04-11,1
Sunnah Ghor,58541,5,2803,4,0,0,0,0,0,2022-04-24,3,0,1,2022-04-11,2022-04-11,0
GO SMART,49412,8,2018,4,0,0,1,0,0,2022-04-07,0,1,2,2022-04-11,2022-04-11,0
Farzana Maryam,36389,25,32201,13,0,0,18,1,1,2022-04-30,78,0,0,2022-04-11,2022-04-11,0
Earbia Gallery,38924,25,17037,10,0,0,7,3,0,2022-04-25,3,0,0,2022-04-11,2022-04-11,0
Yashna's Artistry,57587,11,16522,6,0,0,5,1,0,2022-04-29,11,0,0,2022-04-11,2022-04-11,0
